Gene	gene_short_name
Amotl1	Amotl1
Amotl2	Amotl2
Ampd2	Ampd2
Ampd3	Ampd3
Amph	Amph
Amt	Amt
Amy1	Amy1
Amz1	Amz1
Amz2	Amz2
Anapc1	Anapc1
Anapc10	Anapc10
Anapc11	Anapc11
Anapc13	Anapc13
Anapc15	Anapc15
Anapc15-ps	Anapc15-ps
Anapc16	Anapc16
Anapc2	Anapc2
Anapc4	Anapc4
Anapc5	Anapc5
Anapc7	Anapc7
Ang	Ang
Angel1	Angel1
Angel2	Angel2
Angpt1	Angpt1
Angpt2	Angpt2
Angptl1	Angptl1
Angptl4	Angptl4
Angptl6	Angptl6
Ank	Ank
Ank1	Ank1
Ank2	Ank2
Ank3	Ank3
Ankdd1a	Ankdd1a
Ankdd1b	Ankdd1b
Ankef1	Ankef1
Ankfn1	Ankfn1
Ankfy1	Ankfy1
Ankhd1	Ankhd1
Ankib1	Ankib1
Ankle2	Ankle2
Ankmy1	Ankmy1
Ankmy2	Ankmy2
Ankra2	Ankra2
Ankrd10	Ankrd10
Ankrd11	Ankrd11
Ankrd12	Ankrd12
Ankrd13a	Ankrd13a
Ankrd13b	Ankrd13b
Ankrd13c	Ankrd13c
Ankrd13d	Ankrd13d
Ankrd16	Ankrd16
Ankrd17	Ankrd17
Ankrd2	Ankrd2
Ankrd23	Ankrd23
Ankrd24	Ankrd24
Ankrd26	Ankrd26
Ankrd27	Ankrd27
Ankrd28	Ankrd28
Ankrd29	Ankrd29
Ankrd31	Ankrd31
Ankrd33b	Ankrd33b
Ankrd34a	Ankrd34a
Ankrd34b	Ankrd34b
Ankrd34c	Ankrd34c
Ankrd35	Ankrd35
Ankrd37	Ankrd37
Ankrd39	Ankrd39
Ankrd40	Ankrd40
Ankrd42	Ankrd42
Ankrd44	Ankrd44
Ankrd45	Ankrd45
Ankrd46	Ankrd46
Ankrd49	Ankrd49
Ankrd50	Ankrd50
Ankrd52	Ankrd52
Ankrd54	Ankrd54
Ankrd55	Ankrd55
Ankrd6	Ankrd6
Ankrd61	Ankrd61
Ankrd9	Ankrd9
Anks1	Anks1
Anks1b	Anks1b
Anks3	Anks3
Anks6	Anks6
Ankzf1	Ankzf1
Anln	Anln
Ano1	Ano1
Ano10	Ano10
Ano2	Ano2
Ano3	Ano3
Ano4	Ano4
Ano5	Ano5
Ano6	Ano6
Ano7	Ano7
Ano8	Ano8
Anp32-ps	Anp32-ps
Anp32a	Anp32a
Anp32b	Anp32b
Anp32b-ps1	Anp32b-ps1
Anp32e	Anp32e
Antxr1	Antxr1
Anxa10	Anxa10
Anxa2	Anxa2
Anxa3	Anxa3
Anxa5	Anxa5
Anxa6	Anxa6
Anxa7	Anxa7
Aoc2	Aoc2
Aox1	Aox1
Aox3	Aox3
Ap1ar	Ap1ar
Ap1b1	Ap1b1
Ap1g1	Ap1g1
Ap1g2	Ap1g2
Ap1m1	Ap1m1
Ap1m2	Ap1m2
Ap1s1	Ap1s1
Ap1s2	Ap1s2
Ap1s3	Ap1s3
Ap2a1	Ap2a1
Ap2a2	Ap2a2
Ap2b1	Ap2b1
Ap2m1	Ap2m1
Ap2s1	Ap2s1
Ap3b1	Ap3b1
Ap3b2	Ap3b2
Ap3d1	Ap3d1
Ap3m1	Ap3m1
Ap3m1-ps	Ap3m1-ps
Ap3m2	Ap3m2
Ap3s1	Ap3s1
Ap3s1-ps1	Ap3s1-ps1
Ap3s1-ps2	Ap3s1-ps2
Ap3s2	Ap3s2
Ap4b1	Ap4b1
Ap4e1	Ap4e1
Ap4m1	Ap4m1
Ap4s1	Ap4s1
Ap5b1	Ap5b1
Ap5m1	Ap5m1
Ap5s1	Ap5s1
Ap5z1	Ap5z1
Apaf1	Apaf1
Apba1	Apba1
Apba2	Apba2
Apba3	Apba3
Apbb1	Apbb1
Apbb1ip	Apbb1ip
Apbb2	Apbb2
Apc	Apc
Apc2	Apc2
Apeh	Apeh
Apex1	Apex1
Apex2	Apex2
Aph1a	Aph1a
Aph1b	Aph1b
Aph1c	Aph1c
Api5	Api5
Apip	Apip
Apitd1	Apitd1
Aplf	Aplf
Apln	Apln
Aplp1	Aplp1
Aplp2	Aplp2
Apmap	Apmap
Apoa1	Apoa1
Apoa1bp	Apoa1bp
Apobec1	Apobec1
Apobec2	Apobec2
Apobec3	Apobec3
Apobr	Apobr
Apoc1	Apoc1
Apod	Apod
Apoe	Apoe
Apol7d	Apol7d
Apol8	Apol8
Apold1	Apold1
Apoo	Apoo
Apoo-ps	Apoo-ps
Apool	Apool
Apopt1	Apopt1
App	App
Appbp2	Appbp2
Appbp2os	Appbp2os
Appl1	Appl1
Appl2	Appl2
Aprt	Aprt
Aprt-ps	Aprt-ps
Aptx	Aptx
Aqp10-ps	Aqp10-ps
Aqp11	Aqp11
Aqp4	Aqp4
Aqp5	Aqp5
Aqr	Aqr
Ar	Ar
Araf	Araf
Arap1	Arap1
Arap2	Arap2
Arc	Arc
Arcn1	Arcn1
Areg	Areg
Arel1	Arel1
Arf1	Arf1
Arf2	Arf2
Arf3	Arf3
Arf4	Arf4
Arf4os	Arf4os
Arf5	Arf5
Arf6	Arf6
Arfgap1	Arfgap1
Arfgap2	Arfgap2
Arfgap3	Arfgap3
Arfgef1	Arfgef1
Arfgef2	Arfgef2
Arfgef3	Arfgef3
Arfip1	Arfip1
Arfip2	Arfip2
Arfrp1	Arfrp1
Arg2	Arg2
Arglu1	Arglu1
Arhgap1	Arhgap1
Arhgap10	Arhgap10
Arhgap11a	Arhgap11a
Arhgap12	Arhgap12
Arhgap15	Arhgap15
Arhgap17	Arhgap17
Arhgap18	Arhgap18
Arhgap19	Arhgap19
Arhgap20	Arhgap20
Arhgap20os	Arhgap20os
Arhgap21	Arhgap21
Arhgap22	Arhgap22
Arhgap23	Arhgap23
Arhgap24	Arhgap24
Arhgap25	Arhgap25
Arhgap26	Arhgap26
Arhgap27	Arhgap27
Arhgap27os2	Arhgap27os2
Arhgap28	Arhgap28
Arhgap29	Arhgap29
Arhgap30	Arhgap30
Arhgap31	Arhgap31
Arhgap32	Arhgap32
Arhgap33	Arhgap33
Arhgap33os	Arhgap33os
Arhgap35	Arhgap35
Arhgap36	Arhgap36
Arhgap39	Arhgap39
Arhgap4	Arhgap4
Arhgap40	Arhgap40
Arhgap42	Arhgap42
Arhgap44	Arhgap44
Arhgap5	Arhgap5
Arhgap6	Arhgap6
Arhgap9	Arhgap9
Arhgdia	Arhgdia
Arhgdib	Arhgdib
Arhgdig	Arhgdig
Arhgef1	Arhgef1
Arhgef10	Arhgef10
Arhgef10l	Arhgef10l
Arhgef11	Arhgef11
Arhgef12	Arhgef12
Arhgef15	Arhgef15
Arhgef16	Arhgef16
Arhgef17	Arhgef17
Arhgef18	Arhgef18
Arhgef19	Arhgef19
Arhgef2	Arhgef2
Arhgef25	Arhgef25
Arhgef26	Arhgef26
Arhgef28	Arhgef28
Arhgef3	Arhgef3
Arhgef33	Arhgef33
Arhgef39	Arhgef39
Arhgef4	Arhgef4
Arhgef40	Arhgef40
Arhgef6	Arhgef6
Arhgef7	Arhgef7
Arhgef9	Arhgef9
Arid1a	Arid1a
Arid1b	Arid1b
Arid2	Arid2
Arid3a	Arid3a
Arid3b	Arid3b
Arid4a	Arid4a
Arid4b	Arid4b
Arid5a	Arid5a
Arid5b	Arid5b
Arih1	Arih1
Arih2	Arih2
Arl1	Arl1
Arl10	Arl10
Arl13b	Arl13b
Arl14ep	Arl14ep
Arl15	Arl15
Arl16	Arl16
Arl2	Arl2
Arl2bp	Arl2bp
Arl3	Arl3
Arl4a	Arl4a
Arl4c	Arl4c
Arl4d	Arl4d
Arl5a	Arl5a
Arl5b	Arl5b
Arl5c	Arl5c
Arl6	Arl6
Arl6ip1	Arl6ip1
Arl6ip4	Arl6ip4
Arl6ip5	Arl6ip5
Arl6ip6	Arl6ip6
Arl8a	Arl8a
Arl8b	Arl8b
Armc1	Armc1
Armc10	Armc10
Armc2	Armc2
Armc3	Armc3
Armc4	Armc4
Armc5	Armc5
Armc6	Armc6
Armc7	Armc7
Armc8	Armc8
Armc9	Armc9
Armcx1	Armcx1
Armcx2	Armcx2
Armcx3	Armcx3
Armcx4	Armcx4
Armcx5	Armcx5
Armcx6	Armcx6
Armt1	Armt1
Arnt	Arnt
Arnt2	Arnt2
Arntl	Arntl
Arntl2	Arntl2
Arpc1a	Arpc1a
Arpc1b	Arpc1b
Arpc2	Arpc2
Arpc3	Arpc3
Arpc4	Arpc4
Arpc5	Arpc5
Arpc5l	Arpc5l
Arpin	Arpin
Arpp19	Arpp19
Arpp21	Arpp21
Arrb1	Arrb1
Arrb2	Arrb2
Arrdc1	Arrdc1
Arrdc2	Arrdc2
Arrdc3	Arrdc3
Arrdc4	Arrdc4
Arsa	Arsa
Arsb	Arsb
Arsg	Arsg
Arsj	Arsj
Arsk	Arsk
Art1	Art1
Artn	Artn
Arv1	Arv1
Arvcf	Arvcf
Arx	Arx
Arxes1	Arxes1
Arxes2	Arxes2
As3mt	As3mt
Asah1	Asah1
Asah2	Asah2
Asap1	Asap1
Asap2	Asap2
Asap3	Asap3
Asb1	Asb1
Asb10	Asb10
Asb13	Asb13
Asb16	Asb16
Asb18	Asb18
Asb2	Asb2
Asb3	Asb3
Asb4	Asb4
Asb5	Asb5
Asb6	Asb6
Asb7	Asb7
Asb8	Asb8
Ascc1	Ascc1
Ascc2	Ascc2
Ascc3	Ascc3
Ascl1	Ascl1
Ascl4	Ascl4
Asf1a	Asf1a
Asf1b	Asf1b
Asgr1	Asgr1
Ash1l	Ash1l
Ash2l	Ash2l
Asic1	Asic1
Asic2	Asic2
Asic3	Asic3
Asic4	Asic4
Asl	Asl
Asna1	Asna1
Asns	Asns
Asnsd1	Asnsd1
Aspa	Aspa
Aspdh	Aspdh
Aspg	Aspg
Asph	Asph
Asphd1	Asphd1
Asphd2	Asphd2
Aspm	Aspm
Asprv1	Asprv1
Aspscr1	Aspscr1
Asrgl1	Asrgl1
Ass1	Ass1
Aste1	Aste1
Astn1	Astn1
Astn2	Astn2
Asxl1	Asxl1
Asxl2	Asxl2
Asxl3	Asxl3
Atad1	Atad1
Atad2	Atad2
Atad2b	Atad2b
Atad3a	Atad3a
Atad3aos	Atad3aos
Atad5	Atad5
Atat1	Atat1
Atcay	Atcay
Atcayos	Atcayos
Ate1	Ate1
Atf1	Atf1
Atf2	Atf2
Atf3	Atf3
Atf4	Atf4
Atf5	Atf5
Atf6	Atf6
Atf6b	Atf6b
Atf7	Atf7
Atf7ip	Atf7ip
Atf7ip2	Atf7ip2
Atg10	Atg10
Atg101	Atg101
Atg12	Atg12
Atg13	Atg13
Atg14	Atg14
Atg16l1	Atg16l1
Atg16l2	Atg16l2
Atg2a	Atg2a
Atg2b	Atg2b
Atg3	Atg3
Atg4a	Atg4a
Atg4a-ps	Atg4a-ps
Atg4b	Atg4b
Atg4c	Atg4c
Atg4d	Atg4d
Atg5	Atg5
Atg7	Atg7
Atg9a	Atg9a
Atg9b	Atg9b
Atic	Atic
Atl1	Atl1
Atl2	Atl2
Atl3	Atl3
Atm	Atm
Atmin	Atmin
Atn1	Atn1
Atoh7	Atoh7
Atoh8	Atoh8
Atox1	Atox1
Atp10a	Atp10a
Atp10b	Atp10b
Atp10d	Atp10d
Atp11a	Atp11a
Atp11b	Atp11b
Atp11c	Atp11c
Atp13a1	Atp13a1
Atp13a2	Atp13a2
Atp13a3	Atp13a3
Atp13a4	Atp13a4
Atp1a1	Atp1a1
Atp1a2	Atp1a2
Atp1a3	Atp1a3
Atp1b1	Atp1b1
Atp1b2	Atp1b2
Atp1b3	Atp1b3
Atp23	Atp23
Atp2a2	Atp2a2
Atp2b1	Atp2b1
Atp2b2	Atp2b2
Atp2b3	Atp2b3
Atp2b4	Atp2b4
Atp2c1	Atp2c1
Atp2c2	Atp2c2
Atp4a	Atp4a
Atp5a1	Atp5a1
Atp5b	Atp5b
Atp5c1	Atp5c1
Atp5d	Atp5d
Atp5e	Atp5e
Atp5f1	Atp5f1
Atp5g1	Atp5g1
Atp5g2	Atp5g2
Atp5g3	Atp5g3
Atp5h	Atp5h
Atp5j	Atp5j
Atp5j2	Atp5j2
Atp5k	Atp5k
Atp5k-ps2	Atp5k-ps2
Atp5l	Atp5l
Atp5l-ps1	Atp5l-ps1
Atp5l-ps2	Atp5l-ps2
Atp5l2-ps	Atp5l2-ps
Atp5o	Atp5o
Atp5s	Atp5s
Atp5sl	Atp5sl
Atp6ap1	Atp6ap1
Atp6ap2	Atp6ap2
Atp6v0a1	Atp6v0a1
Atp6v0a2	Atp6v0a2
Atp6v0a4	Atp6v0a4
Atp6v0b	Atp6v0b
Atp6v0c	Atp6v0c
Atp6v0c-ps1	Atp6v0c-ps1
Atp6v0d1	Atp6v0d1
Atp6v0e	Atp6v0e
Atp6v0e2	Atp6v0e2
Atp6v1a	Atp6v1a
Atp6v1b2	Atp6v1b2
Atp6v1c1	Atp6v1c1
Atp6v1c2	Atp6v1c2
Atp6v1d	Atp6v1d
Atp6v1e1	Atp6v1e1
Atp6v1f	Atp6v1f
Atp6v1g1	Atp6v1g1
Atp6v1g2	Atp6v1g2
Atp6v1g3	Atp6v1g3
Atp6v1h	Atp6v1h
Atp7a	Atp7a
Atp7b	Atp7b
Atp8a1	Atp8a1
Atp8a2	Atp8a2
Atp8b1	Atp8b1
Atp8b2	Atp8b2
Atp8b3	Atp8b3
Atp8b4	Atp8b4
Atp8b5	Atp8b5
Atp9a	Atp9a
Atp9b	Atp9b
Atpaf1	Atpaf1
Atpaf2	Atpaf2
Atpif1	Atpif1
Atr	Atr
Atraid	Atraid
Atrn	Atrn
Atrnl1	Atrnl1
Atrx	Atrx
Atxn1	Atxn1
Atxn10	Atxn10
Atxn1l	Atxn1l
Atxn2	Atxn2
Atxn2l	Atxn2l
Atxn3	Atxn3
Atxn7	Atxn7
Atxn7l1	Atxn7l1
Atxn7l1os2	Atxn7l1os2
Atxn7l2	Atxn7l2
Atxn7l3	Atxn7l3
Atxn7l3b	Atxn7l3b
AU019823	AU019823
AU020206	AU020206
AU022252	AU022252
AU023762	AU023762
AU040320	AU040320
AU041133	AU041133
Auh	Auh
Aunip	Aunip
Aup1	Aup1
Aurka	Aurka
Aurkaip1	Aurkaip1
Aurkb	Aurkb
Auts2	Auts2
AV039307	AV039307
AV099323	AV099323
AV356131	AV356131
Aven	Aven
Avl9	Avl9
Avp	Avp
Avpi1	Avpi1
Avpr1a	Avpr1a
AW046200	AW046200
AW047730	AW047730
AW121686	AW121686
AW146154	AW146154
AW209491	AW209491
AW495222	AW495222
AW549877	AW549877
AW551984	AW551984
AW554918	AW554918
AW822252	AW822252
Axdnd1	Axdnd1
Axin1	Axin1
Axin2	Axin2
Axl	Axl
AY074887	AY074887
AY358078	AY358078
Azi2	Azi2
Azin1	Azin1
Azin2	Azin2
B130006D01Rik	B130006D01Rik
B130021K23Rik	B130021K23Rik
B130024G19Rik	B130024G19Rik
B130034C11Rik	B130034C11Rik
B130046B21Rik	B130046B21Rik
B130055M24Rik	B130055M24Rik
B230110C06Rik	B230110C06Rik
B230110G15Rik	B230110G15Rik
B230112G18Rik	B230112G18Rik
B230112I24Rik	B230112I24Rik
B230112J18Rik	B230112J18Rik
B230118H07Rik	B230118H07Rik
B230119M05Rik	B230119M05Rik
B230206H07Rik	B230206H07Rik
B230206I08Rik	B230206I08Rik
B230206L02Rik	B230206L02Rik
B230208B08Rik	B230208B08Rik
B230208H11Rik	B230208H11Rik
B230209E15Rik	B230209E15Rik
B230216N24Rik	B230216N24Rik
B230217C12Rik	B230217C12Rik
B230217O12Rik	B230217O12Rik
B230219D22Rik	B230219D22Rik
B230303O12Rik	B230303O12Rik
B230307C23Rik	B230307C23Rik
B230311B06Rik	B230311B06Rik
B230312C02Rik	B230312C02Rik
B230317F23Rik	B230317F23Rik
B230322F03Rik	B230322F03Rik
B230323A14Rik	B230323A14Rik
B230334C09Rik	B230334C09Rik
B230344G16Rik	B230344G16Rik
B230354K17Rik	B230354K17Rik
B230369F24Rik	B230369F24Rik
B230377A18Rik	B230377A18Rik
B230398E01Rik	B230398E01Rik
B2m	B2m
B330016D10Rik	B330016D10Rik
B3galnt1	B3galnt1
B3galnt2	B3galnt2
B3galt1	B3galt1
B3galt2	B3galt2
B3galt4	B3galt4
B3galt5	B3galt5
B3galt6	B3galt6
B3gat1	B3gat1
B3gat2	B3gat2
B3gat3	B3gat3
B3glct	B3glct
B3gnt4	B3gnt4
B3gnt5	B3gnt5
B3gnt6	B3gnt6
B3gnt7	B3gnt7
B3gnt9	B3gnt9
B3gntl1	B3gntl1
B430010I23Rik	B430010I23Rik
B430203G13Rik	B430203G13Rik
B430212C06Rik	B430212C06Rik
B430218F22Rik	B430218F22Rik
B430219N15Rik	B430219N15Rik
B430305J03Rik	B430305J03Rik
B4galnt1	B4galnt1
B4galnt4	B4galnt4
B4galt1	B4galt1
B4galt2	B4galt2
B4galt3	B4galt3
B4galt4	B4galt4
B4galt5	B4galt5
B4galt6	B4galt6
B4galt7	B4galt7
B4gat1	B4gat1
B630019K06Rik	B630019K06Rik
B830012L14Rik	B830012L14Rik
B830042I05Rik	B830042I05Rik
B930025P03Rik	B930025P03Rik
B930036N10Rik	B930036N10Rik
B930082K07Rik	B930082K07Rik
B930094E09Rik	B930094E09Rik
B930095G15Rik	B930095G15Rik
B9d1	B9d1
B9d2	B9d2
Baalc	Baalc
Babam1	Babam1
Bace1	Bace1
Bach1	Bach1
Bach2	Bach2
Bach2it1	Bach2it1
Bad	Bad
Bag1	Bag1
Bag2	Bag2
Bag3	Bag3
Bag4	Bag4
Bag5	Bag5
Bag6	Bag6
Bahcc1	Bahcc1
Bahd1	Bahd1
Baiap2	Baiap2
Baiap2l1	Baiap2l1
Baiap2l2	Baiap2l2
Baiap3	Baiap3
Bak1	Bak1
Bambi	Bambi
Bambi-ps1	Bambi-ps1
Banf1	Banf1
Bank1	Bank1
Banp	Banp
Bap1	Bap1
Barhl1	Barhl1
Barhl2	Barhl2
Barx2	Barx2
Basp1	Basp1
Batf2	Batf2
Batf3	Batf3
Bax	Bax
Baz1a	Baz1a
Baz1b	Baz1b
Baz2a	Baz2a
Baz2b	Baz2b
BB019430	BB019430
BB031773	BB031773
BB218582	BB218582
Bbc3	Bbc3
Bbip1	Bbip1
Bbof1	Bbof1
Bbox1	Bbox1
Bbs1	Bbs1
Bbs10	Bbs10
Bbs12	Bbs12
Bbs2	Bbs2
Bbs4	Bbs4
Bbs5	Bbs5
Bbs7	Bbs7
Bbs9	Bbs9
Bbx	Bbx
BC001981	BC001981
BC002059	BC002059
BC002163	BC002163
BC003331	BC003331
BC003965	BC003965
BC004004	BC004004
BC005537	BC005537
BC005561	BC005561
BC005624	BC005624
BC006965	BC006965
BC016579	BC016579
BC017158	BC017158
BC017643	BC017643
BC018473	BC018473
BC021767	BC021767
BC022687	BC022687
BC022960	BC022960
BC023719	BC023719
BC024139	BC024139
BC024386	BC024386
BC024978	BC024978
BC025920	BC025920
BC026585	BC026585
BC028471	BC028471
BC028528	BC028528
BC029214	BC029214
BC029722	BC029722
BC030336	BC030336
BC030343	BC030343
BC030500	BC030500
BC030867	BC030867
BC031181	BC031181
BC034090	BC034090
BC035947	BC035947
BC037032	BC037032
BC037034	BC037034
BC037039	BC037039
BC039771	BC039771
BC039966	BC039966
BC043934	BC043934
BC046251	BC046251
BC048403	BC048403
BC048507	BC048507
BC048559	BC048559
BC049715	BC049715
BC049730	BC049730
BC051142	BC051142
BC051226	BC051226
BC052040	BC052040
BC055308	BC055308
BC055324	BC055324
BC060293	BC060293
BC064078	BC064078
BC065397	BC065397
BC065403	BC065403
BC067074	BC067074
BC085271	BC085271
Bc1-ps1	Bc1-ps1
Bcam	Bcam
Bcan	Bcan
Bcap29	Bcap29
Bcap31	Bcap31
Bcar1	Bcar1
Bcar3	Bcar3
Bcas1	Bcas1
Bcas2	Bcas2
Bcas3	Bcas3
Bcat1	Bcat1
Bcat2	Bcat2
Bccip	Bccip
Bcdin3d	Bcdin3d
Bche	Bche
Bckdha	Bckdha
Bckdhb	Bckdhb
Bckdk	Bckdk
Bcl10	Bcl10
Bcl11a	Bcl11a
Bcl11b	Bcl11b
Bcl2	Bcl2
Bcl2l1	Bcl2l1
Bcl2l11	Bcl2l11
Bcl2l12	Bcl2l12
Bcl2l13	Bcl2l13
Bcl2l15	Bcl2l15
Bcl2l2	Bcl2l2
Bcl3	Bcl3
Bcl6	Bcl6
Bcl6b	Bcl6b
Bcl7a	Bcl7a
Bcl7b	Bcl7b
Bcl7c	Bcl7c
Bcl9	Bcl9
Bcl9l	Bcl9l
Bclaf1	Bclaf1
Bco1	Bco1
Bcor	Bcor
Bcorl1	Bcorl1
Bcr	Bcr
Bcs1l	Bcs1l
Bdh1	Bdh1
Bdh2	Bdh2
Bdkrb2	Bdkrb2
Bdnf	Bdnf
Bdp1	Bdp1
BE692007	BE692007
Bean1	Bean1
Becn1	Becn1
Begain	Begain
Bend3	Bend3
Bend4	Bend4
Bend5	Bend5
Bend6	Bend6
Bend7	Bend7
Best1	Best1
Bet1	Bet1
Bet1l	Bet1l
Bex1	Bex1
Bex2	Bex2
Bex3	Bex3
Bex4	Bex4
Bex6	Bex6
Bfar	Bfar
Bfsp1	Bfsp1
Bfsp2	Bfsp2
Bhlha9	Bhlha9
Bhlhb9	Bhlhb9
Bhlhe22	Bhlhe22
Bhlhe40	Bhlhe40
Bhlhe41	Bhlhe41
Bhmt2	Bhmt2
Bicc1	Bicc1
Bicd1	Bicd1
Bicd2	Bicd2
Bicdl1	Bicdl1
Bid	Bid
Bin1	Bin1
Bin2	Bin2
Bin3	Bin3
Birc2	Birc2
Birc3	Birc3
Birc5	Birc5
Birc6	Birc6
Bivm	Bivm
Blcap	Blcap
Blm	Blm
Blmh	Blmh
Blnk	Blnk
Bloc1s1	Bloc1s1
Bloc1s2	Bloc1s2
Bloc1s2-ps	Bloc1s2-ps
Bloc1s3	Bloc1s3
Bloc1s4	Bloc1s4
Bloc1s5	Bloc1s5
Bloc1s6	Bloc1s6
Blvra	Blvra
Blvrb	Blvrb
Blzf1	Blzf1
Bmf	Bmf
Bmi1	Bmi1
Bmp1	Bmp1
Bmp2	Bmp2
Bmp2k	Bmp2k
Bmp3	Bmp3
Bmp5	Bmp5
Bmp7	Bmp7
Bmp8b	Bmp8b
Bmper	Bmper
Bmpr1a	Bmpr1a
Bmpr1b	Bmpr1b
Bmpr2	Bmpr2
Bms1	Bms1
Bmt2	Bmt2
Bmyc	Bmyc
Bnip1	Bnip1
Bnip2	Bnip2
Bnip3	Bnip3
Bnip3l	Bnip3l
Bnip3l-ps	Bnip3l-ps
Bod1	Bod1
Bod1l	Bod1l
Bok	Bok
Bola1	Bola1
Bola2	Bola2
Bola3	Bola3
Bop1	Bop1
Bora	Bora
Borcs5	Borcs5
Borcs6	Borcs6
Borcs7	Borcs7
Borcs8	Borcs8
Bpgm	Bpgm
Bphl	Bphl
Bpifa1	Bpifa1
Bpifb1	Bpifb1
Bpifb2	Bpifb2
Bpifb4	Bpifb4
Bpifb6	Bpifb6
Bpnt1	Bpnt1
Bptf	Bptf
Braf	Braf
Brap	Brap
Brat1	Brat1
Brca1	Brca1
Brca2	Brca2
Brcc3	Brcc3
Brd1	Brd1
Brd2	Brd2
Brd3	Brd3
Brd4	Brd4
Brd7	Brd7
Brd8	Brd8
Brd9	Brd9
Brdt	Brdt
Bre	Bre
Brf1	Brf1
Brf2	Brf2
Bri3	Bri3
Bri3bp	Bri3bp
Brinp1	Brinp1
Brinp2	Brinp2
Brinp3	Brinp3
Brip1os	Brip1os
Brix1	Brix1
Brk1	Brk1
Brms1	Brms1
Brms1l	Brms1l
Brox	Brox
Brpf1	Brpf1
Brpf3	Brpf3
Brsk1	Brsk1
Brsk2	Brsk2
Brwd1	Brwd1
Brwd3	Brwd3
Bscl2	Bscl2
Bsdc1	Bsdc1
Bsg	Bsg
Bsn	Bsn
Bst1	Bst1
Bst2	Bst2
Bsx	Bsx
Btaf1	Btaf1
Btbd1	Btbd1
Btbd10	Btbd10
Btbd11	Btbd11
Btbd16	Btbd16
Btbd17	Btbd17
Btbd19	Btbd19
Btbd2	Btbd2
Btbd3	Btbd3
Btbd6	Btbd6
Btbd7	Btbd7
Btbd9	Btbd9
Btc	Btc
Btd	Btd
Btf3	Btf3
Btf3l4	Btf3l4
Btg1	Btg1
Btg2	Btg2
Btg3	Btg3
Btla	Btla
Btnl10	Btnl10
Btnl9	Btnl9
Btrc	Btrc
Bub1	Bub1
Bub3	Bub3
Bud13	Bud13
Bud31	Bud31
Bves	Bves
Bvht	Bvht
Bysl	Bysl
Bzw1	Bzw1
Bzw2	Bzw2
C030005K06Rik	C030005K06Rik
C030014I23Rik	C030014I23Rik
C030015A19Rik	C030015A19Rik
C030015E24Rik	C030015E24Rik
C030017D09Rik	C030017D09Rik
C030034I22Rik	C030034I22Rik
C030034L19Rik	C030034L19Rik
C030037D09Rik	C030037D09Rik
C030047K22Rik	C030047K22Rik
C130013H08Rik	C130013H08Rik
C130021I20Rik	C130021I20Rik
C130023A14Rik	C130023A14Rik
C130026L21Rik	C130026L21Rik
C130036L24Rik	C130036L24Rik
C130046K22Rik	C130046K22Rik
C130060K24Rik	C130060K24Rik
C130071C03Rik	C130071C03Rik
C130073E24Rik	C130073E24Rik
C130080G10Rik	C130080G10Rik
C130093G08Rik	C130093G08Rik
C1d	C1d
C1galt1	C1galt1
C1galt1c1	C1galt1c1
C1qa	C1qa
C1qb	C1qb
C1qbp	C1qbp
C1qc	C1qc
C1ql1	C1ql1
C1ql2	C1ql2
C1ql3	C1ql3
C1qtnf12	C1qtnf12
C1qtnf2	C1qtnf2
C1qtnf4	C1qtnf4
C1qtnf6	C1qtnf6
C2	C2
C230004F18Rik	C230004F18Rik
C230012O17Rik	C230012O17Rik
C230014O12Rik	C230014O12Rik
C230021G24Rik	C230021G24Rik
C230031I18Rik	C230031I18Rik
C230034O21Rik	C230034O21Rik
C230035I16Rik	C230035I16Rik
C230037L18Rik	C230037L18Rik
C230038L03Rik	C230038L03Rik
C230062I16Rik	C230062I16Rik
C230071H17Rik	C230071H17Rik
C230085N15Rik	C230085N15Rik
C230096K16Rik	C230096K16Rik
C2cd2	C2cd2
C2cd2l	C2cd2l
C2cd3	C2cd3
C2cd4a	C2cd4a
C2cd4b	C2cd4b
C2cd4c	C2cd4c
C2cd4d	C2cd4d
C2cd5	C2cd5
C3	C3
C330006A16Rik	C330006A16Rik
C330007P06Rik	C330007P06Rik
C330011M18Rik	C330011M18Rik
C330013E15Rik	C330013E15Rik
C330018D20Rik	C330018D20Rik
C330024D21Rik	C330024D21Rik
C330027C09Rik	C330027C09Rik
C430049B03Rik	C430049B03Rik
C4a	C4a
C530005A16Rik	C530005A16Rik
C530008M17Rik	C530008M17Rik
C530025M09Rik	C530025M09Rik
C530043A13Rik	C530043A13Rik
C530044C16Rik	C530044C16Rik
C530050E15Rik	C530050E15Rik
C630004M23Rik	C630004M23Rik
C630043F03Rik	C630043F03Rik
C730034F03Rik	C730034F03Rik
C77080	C77080
C77370	C77370
C78859	C78859
C79130	C79130
C87436	C87436
C8g	C8g
C920006O11Rik	C920006O11Rik
C920021L13Rik	C920021L13Rik
CAAA01180111.2	CAAA01180111.2
CAAA01216754.1	CAAA01216754.1
Caap1	Caap1
Cab39	Cab39
Cab39l	Cab39l
Cabin1	Cabin1
Cables1	Cables1
Cables2	Cables2
Cabp1	Cabp1
Cabp4	Cabp4
Cabp5	Cabp5
Cabp7	Cabp7
Cabyr	Cabyr
Cacfd1	Cacfd1
Cachd1	Cachd1
Cacna1a	Cacna1a
Cacna1b	Cacna1b
Cacna1c	Cacna1c
Cacna1d	Cacna1d
