Gene	gene_short_name
Gm20501	Gm20501
Gm20509	Gm20509
Gm20512	Gm20512
Gm20515	Gm20515
Gm20517	Gm20517
Gm20519	Gm20519
Gm20522	Gm20522
Gm20535	Gm20535
Gm20536	Gm20536
Gm20541	Gm20541
Gm20544	Gm20544
Gm20545	Gm20545
Gm20559	Gm20559
Gm20568	Gm20568
Gm2058	Gm2058
Gm20589	Gm20589
Gm2059	Gm2059
Gm20594	Gm20594
Gm20604	Gm20604
Gm2061	Gm2061
Gm20612	Gm20612
Gm20620	Gm20620
Gm20621	Gm20621
Gm20632	Gm20632
Gm20635	Gm20635
Gm20644	Gm20644
Gm20646	Gm20646
Gm20650	Gm20650
Gm20655	Gm20655
Gm20659	Gm20659
Gm20673	Gm20673
Gm20674	Gm20674
Gm20678	Gm20678
Gm20680	Gm20680
Gm20684	Gm20684
Gm20689	Gm20689
Gm20699	Gm20699
Gm20702	Gm20702
Gm20712	Gm20712
Gm20716	Gm20716
Gm20721	Gm20721
Gm20726	Gm20726
Gm20731	Gm20731
Gm20735	Gm20735
Gm20751	Gm20751
Gm20754	Gm20754
Gm2076	Gm2076
Gm20760	Gm20760
Gm20768	Gm20768
Gm20775	Gm20775
Gm20786	Gm20786
Gm20796	Gm20796
Gm20878	Gm20878
Gm20900	Gm20900
Gm2093	Gm2093
Gm20939	Gm20939
Gm20940	Gm20940
Gm21070	Gm21070
Gm2109	Gm2109
Gm21092	Gm21092
Gm21135	Gm21135
Gm2115	Gm2115
Gm21168	Gm21168
Gm21232	Gm21232
Gm2136	Gm2136
Gm21362	Gm21362
Gm21399	Gm21399
Gm21411	Gm21411
Gm2147	Gm2147
Gm2155	Gm2155
Gm21596	Gm21596
Gm21614	Gm21614
Gm21631	Gm21631
Gm21769	Gm21769
Gm2178	Gm2178
Gm21781	Gm21781
Gm21811	Gm21811
Gm21814	Gm21814
Gm21816	Gm21816
Gm21827	Gm21827
Gm21839	Gm21839
Gm21846	Gm21846
Gm21887	Gm21887
Gm2189	Gm2189
Gm21957	Gm21957
Gm21959	Gm21959
Gm21960	Gm21960
Gm21963	Gm21963
Gm21967	Gm21967
Gm21981	Gm21981
Gm21989	Gm21989
Gm2199	Gm2199
Gm21992	Gm21992
Gm22003	Gm22003
Gm22063	Gm22063
Gm22070	Gm22070
Gm22129	Gm22129
Gm2214	Gm2214
Gm22208	Gm22208
Gm2221	Gm2221
Gm2223	Gm2223
Gm2225	Gm2225
Gm22251	Gm22251
Gm22252	Gm22252
Gm22281	Gm22281
Gm22307	Gm22307
Gm22308	Gm22308
Gm2237	Gm2237
Gm22392	Gm22392
Gm22408	Gm22408
Gm22421	Gm22421
Gm2244	Gm2244
Gm22448	Gm22448
Gm22454	Gm22454
Gm22504	Gm22504
Gm22540	Gm22540
Gm22574	Gm22574
Gm22581	Gm22581
Gm22618	Gm22618
Gm22631	Gm22631
Gm22633	Gm22633
Gm22716	Gm22716
Gm2272	Gm2272
Gm22750	Gm22750
Gm22771	Gm22771
Gm22851	Gm22851
Gm22935	Gm22935
Gm22962	Gm22962
Gm22971	Gm22971
Gm23027	Gm23027
Gm23037	Gm23037
Gm23047	Gm23047
Gm23061	Gm23061
Gm2308	Gm2308
Gm23095	Gm23095
Gm23119	Gm23119
Gm23134	Gm23134
Gm23140	Gm23140
Gm23193	Gm23193
Gm23205	Gm23205
Gm23301	Gm23301
Gm23317	Gm23317
Gm23318	Gm23318
Gm23388	Gm23388
Gm23412	Gm23412
Gm23449	Gm23449
Gm23458	Gm23458
Gm2348	Gm2348
Gm23493	Gm23493
Gm23523	Gm23523
Gm23600	Gm23600
Gm23615	Gm23615
Gm23632	Gm23632
Gm2367	Gm2367
Gm23731	Gm23731
Gm23736	Gm23736
Gm23767	Gm23767
Gm2383	Gm2383
Gm23849	Gm23849
Gm23864	Gm23864
Gm23865	Gm23865
Gm23935	Gm23935
Gm23947	Gm23947
Gm23966	Gm23966
Gm23973	Gm23973
Gm24003	Gm24003
Gm2404	Gm2404
Gm24049	Gm24049
Gm24098	Gm24098
Gm2415	Gm2415
Gm24157	Gm24157
Gm24194	Gm24194
Gm24202	Gm24202
Gm24204	Gm24204
Gm2423	Gm2423
Gm24245	Gm24245
Gm24259	Gm24259
Gm24272	Gm24272
Gm24276	Gm24276
Gm24379	Gm24379
Gm24407	Gm24407
Gm24412	Gm24412
Gm24447	Gm24447
Gm24449	Gm24449
Gm2445	Gm2445
Gm2449	Gm2449
Gm2451	Gm2451
Gm24518	Gm24518
Gm24528	Gm24528
Gm24564	Gm24564
Gm24588	Gm24588
Gm24601	Gm24601
Gm2467	Gm2467
Gm24707	Gm24707
Gm24762	Gm24762
Gm24763	Gm24763
Gm24776	Gm24776
Gm24799	Gm24799
Gm24813	Gm24813
Gm24853	Gm24853
Gm24870	Gm24870
Gm24888	Gm24888
Gm24917	Gm24917
Gm24920	Gm24920
Gm24927	Gm24927
Gm24951	Gm24951
Gm24959	Gm24959
Gm24966	Gm24966
Gm24968	Gm24968
Gm25006	Gm25006
Gm25078	Gm25078
Gm25128	Gm25128
Gm25129	Gm25129
Gm25173	Gm25173
Gm25188	Gm25188
Gm25213	Gm25213
Gm2522	Gm2522
Gm25220	Gm25220
Gm25224	Gm25224
Gm2531	Gm2531
Gm25363	Gm25363
Gm25381	Gm25381
Gm25411	Gm25411
Gm25453	Gm25453
Gm2546	Gm2546
Gm25538	Gm25538
Gm25541	Gm25541
Gm25544	Gm25544
Gm25563	Gm25563
Gm25594	Gm25594
Gm25604	Gm25604
Gm25630	Gm25630
Gm25698	Gm25698
Gm2574	Gm2574
Gm25772	Gm25772
Gm25777	Gm25777
Gm25805	Gm25805
Gm25870	Gm25870
Gm25873	Gm25873
Gm25944	Gm25944
Gm25986	Gm25986
Gm25987	Gm25987
Gm25992	Gm25992
Gm2606	Gm2606
Gm26063	Gm26063
Gm2607	Gm2607
Gm26154	Gm26154
Gm26176	Gm26176
Gm26189	Gm26189
Gm26202	Gm26202
Gm26226	Gm26226
Gm2623	Gm2623
Gm26314	Gm26314
Gm26339	Gm26339
Gm26384	Gm26384
Gm26407	Gm26407
Gm26484	Gm26484
Gm26501	Gm26501
Gm26507	Gm26507
Gm26508	Gm26508
Gm26509	Gm26509
Gm26515	Gm26515
Gm26518	Gm26518
Gm26520	Gm26520
Gm26521	Gm26521
Gm26527	Gm26527
Gm26530	Gm26530
Gm26533	Gm26533
Gm26536	Gm26536
Gm26538	Gm26538
Gm26540	Gm26540
Gm26541	Gm26541
Gm26546	Gm26546
Gm26547	Gm26547
Gm26549	Gm26549
Gm26555	Gm26555
Gm26558	Gm26558
Gm26559	Gm26559
Gm26560	Gm26560
Gm26563	Gm26563
Gm26564	Gm26564
Gm26566	Gm26566
Gm26571	Gm26571
Gm26575	Gm26575
Gm26576	Gm26576
Gm26577	Gm26577
Gm26578	Gm26578
Gm26582	Gm26582
Gm26583	Gm26583
Gm26585	Gm26585
Gm26587	Gm26587
Gm26590	Gm26590
Gm26592	Gm26592
Gm26593	Gm26593
Gm26594	Gm26594
Gm26596	Gm26596
Gm26597	Gm26597
Gm266	Gm266
Gm26601	Gm26601
Gm26602	Gm26602
Gm26604	Gm26604
Gm26606	Gm26606
Gm26610	Gm26610
Gm26614	Gm26614
Gm26616	Gm26616
Gm26617	Gm26617
Gm26618	Gm26618
Gm26619	Gm26619
Gm26620	Gm26620
Gm26631	Gm26631
Gm26638	Gm26638
Gm26641	Gm26641
Gm26646	Gm26646
Gm26648	Gm26648
Gm26649	Gm26649
Gm26652	Gm26652
Gm26653	Gm26653
Gm26658	Gm26658
Gm26660	Gm26660
Gm26666	Gm26666
Gm26668	Gm26668
Gm26669	Gm26669
Gm26670	Gm26670
Gm26672	Gm26672
Gm26673	Gm26673
Gm26675	Gm26675
Gm26679	Gm26679
Gm26682	Gm26682
Gm26690	Gm26690
Gm26691	Gm26691
Gm26692	Gm26692
Gm26693	Gm26693
Gm26697	Gm26697
Gm26699	Gm26699
Gm26700	Gm26700
Gm26702	Gm26702
Gm26703	Gm26703
Gm26705	Gm26705
Gm26706	Gm26706
Gm26707	Gm26707
Gm26710	Gm26710
Gm26711	Gm26711
Gm26716	Gm26716
Gm26718	Gm26718
Gm26721	Gm26721
Gm26722	Gm26722
Gm26723	Gm26723
Gm26724	Gm26724
Gm26729	Gm26729
Gm26732	Gm26732
Gm26733	Gm26733
Gm26734	Gm26734
Gm26735	Gm26735
Gm26736	Gm26736
Gm26737	Gm26737
Gm26752	Gm26752
Gm26756	Gm26756
Gm26759	Gm26759
Gm2676	Gm2676
Gm26761	Gm26761
Gm26762	Gm26762
Gm26767	Gm26767
Gm26768	Gm26768
Gm26771	Gm26771
Gm26775	Gm26775
Gm26777	Gm26777
Gm26778	Gm26778
Gm26779	Gm26779
Gm26781	Gm26781
Gm26782	Gm26782
Gm26786	Gm26786
Gm26788	Gm26788
Gm26789	Gm26789
Gm26790	Gm26790
Gm26792	Gm26792
Gm26793	Gm26793
Gm26794	Gm26794
Gm26797	Gm26797
Gm26798	Gm26798
Gm26799	Gm26799
Gm26802	Gm26802
Gm26803	Gm26803
Gm26804	Gm26804
Gm26805	Gm26805
Gm26810	Gm26810
Gm26811	Gm26811
Gm26814	Gm26814
Gm26819	Gm26819
Gm26821	Gm26821
Gm26822	Gm26822
Gm26823	Gm26823
Gm26824	Gm26824
Gm26825	Gm26825
Gm26826	Gm26826
Gm26827	Gm26827
Gm26829	Gm26829
Gm26830	Gm26830
Gm26833	Gm26833
Gm26834	Gm26834
Gm26836	Gm26836
Gm26839	Gm26839
Gm26840	Gm26840
Gm26843	Gm26843
Gm26846	Gm26846
Gm26847	Gm26847
Gm26850	Gm26850
Gm26851	Gm26851
Gm26852	Gm26852
Gm26853	Gm26853
Gm26857	Gm26857
Gm26858	Gm26858
Gm26859	Gm26859
Gm26861	Gm26861
Gm26862	Gm26862
Gm26871	Gm26871
Gm26873	Gm26873
Gm26875	Gm26875
Gm26876	Gm26876
Gm26879	Gm26879
Gm26881	Gm26881
Gm26882	Gm26882
Gm26883	Gm26883
Gm26885	Gm26885
Gm26890	Gm26890
Gm26891	Gm26891
Gm26892	Gm26892
Gm26894	Gm26894
Gm26896	Gm26896
Gm26899	Gm26899
Gm26901	Gm26901
Gm26902	Gm26902
Gm26904	Gm26904
Gm26906	Gm26906
Gm26908	Gm26908
Gm26909	Gm26909
Gm26910	Gm26910
Gm26911	Gm26911
Gm26913	Gm26913
Gm26916	Gm26916
Gm26917	Gm26917
Gm26918	Gm26918
Gm26923	Gm26923
Gm26925	Gm26925
Gm26927	Gm26927
Gm26929	Gm26929
Gm2693	Gm2693
Gm26935	Gm26935
Gm26937	Gm26937
Gm2694	Gm2694
Gm26943	Gm26943
Gm26944	Gm26944
Gm26945	Gm26945
Gm26952	Gm26952
Gm26953	Gm26953
Gm26954	Gm26954
Gm26956	Gm26956
Gm26959	Gm26959
Gm26963	Gm26963
Gm26964	Gm26964
Gm26973	Gm26973
Gm26974	Gm26974
Gm26976	Gm26976
Gm26977	Gm26977
Gm26980	Gm26980
Gm26981	Gm26981
Gm26982	Gm26982
Gm26983	Gm26983
Gm26991	Gm26991
Gm26994	Gm26994
Gm27000	Gm27000
Gm27003	Gm27003
Gm27005	Gm27005
Gm27018	Gm27018
Gm27022	Gm27022
Gm27029	Gm27029
Gm27030	Gm27030
Gm27032	Gm27032
Gm27034	Gm27034
Gm27037	Gm27037
Gm27038	Gm27038
Gm27040	Gm27040
Gm27042	Gm27042
Gm27043	Gm27043
Gm27046	Gm27046
Gm2710	Gm2710
Gm27151	Gm27151
Gm27161	Gm27161
Gm27167	Gm27167
Gm27178	Gm27178
Gm27188	Gm27188
Gm2719	Gm2719
Gm27195	Gm27195
Gm27199	Gm27199
Gm27209	Gm27209
Gm27217	Gm27217
Gm27219	Gm27219
Gm27232	Gm27232
Gm27239	Gm27239
Gm27241	Gm27241
Gm27242	Gm27242
Gm27243	Gm27243
Gm27245	Gm27245
Gm27246	Gm27246
Gm27248	Gm27248
Gm27253	Gm27253
Gm27254	Gm27254
Gm27316	Gm27316
Gm2734	Gm2734
Gm2735	Gm2735
Gm27441	Gm27441
Gm27520	Gm27520
Gm27544	Gm27544
Gm27553	Gm27553
Gm2756	Gm2756
Gm27596	Gm27596
Gm2762	Gm2762
Gm27651	Gm27651
Gm27803	Gm27803
Gm27956	Gm27956
Gm2796	Gm2796
Gm28050	Gm28050
Gm28058	Gm28058
Gm28071	Gm28071
Gm2810	Gm2810
Gm28111	Gm28111
Gm28118	Gm28118
Gm28119	Gm28119
Gm28153	Gm28153
Gm28154	Gm28154
Gm28175	Gm28175
Gm28188	Gm28188
Gm28196	Gm28196
Gm28198	Gm28198
Gm28221	Gm28221
Gm28229	Gm28229
Gm2824	Gm2824
Gm28266	Gm28266
Gm28285	Gm28285
Gm28294	Gm28294
Gm2830	Gm2830
Gm28320	Gm28320
Gm28341	Gm28341
Gm28343	Gm28343
Gm28344	Gm28344
Gm28370	Gm28370
Gm28379	Gm28379
Gm28386	Gm28386
Gm28402	Gm28402
Gm28417	Gm28417
Gm28424	Gm28424
Gm28437	Gm28437
Gm28438	Gm28438
Gm28439	Gm28439
Gm28447	Gm28447
Gm28455	Gm28455
Gm28477	Gm28477
Gm28496	Gm28496
Gm28512	Gm28512
Gm28515	Gm28515
Gm28526	Gm28526
Gm28528	Gm28528
Gm28529	Gm28529
Gm28530	Gm28530
Gm28536	Gm28536
Gm28543	Gm28543
Gm28551	Gm28551
Gm28552	Gm28552
Gm28555	Gm28555
Gm28578	Gm28578
Gm28580	Gm28580
Gm2860	Gm2860
Gm28626	Gm28626
Gm28659	Gm28659
Gm28661	Gm28661
Gm28686	Gm28686
Gm2869	Gm2869
Gm28693	Gm28693
Gm28707	Gm28707
Gm28729	Gm28729
Gm28740	Gm28740
Gm28756	Gm28756
Gm28784	Gm28784
Gm28791	Gm28791
Gm2885	Gm2885
Gm28877	Gm28877
Gm2888	Gm2888
Gm28882	Gm28882
Gm28883	Gm28883
Gm28902	Gm28902
Gm28905	Gm28905
Gm28911	Gm28911
Gm28912	Gm28912
Gm28913	Gm28913
Gm28922	Gm28922
Gm28926	Gm28926
Gm28929	Gm28929
Gm28932	Gm28932
Gm2895	Gm2895
Gm2897	Gm2897
Gm28982	Gm28982
Gm29019	Gm29019
Gm29022	Gm29022
Gm29036	Gm29036
Gm2904	Gm2904
Gm29054	Gm29054
Gm29055	Gm29055
Gm29093	Gm29093
Gm29124	Gm29124
Gm29138	Gm29138
Gm29143	Gm29143
Gm29151	Gm29151
Gm29155	Gm29155
Gm29164	Gm29164
Gm29170	Gm29170
Gm29199	Gm29199
Gm29201	Gm29201
Gm29208	Gm29208
Gm29216	Gm29216
Gm29228	Gm29228
Gm29237	Gm29237
Gm29246	Gm29246
Gm29257	Gm29257
Gm2926	Gm2926
Gm29264	Gm29264
Gm29273	Gm29273
Gm29325	Gm29325
Gm29332	Gm29332
Gm29335	Gm29335
Gm29340	Gm29340
Gm29358	Gm29358
Gm29361	Gm29361
Gm29367	Gm29367
Gm29371	Gm29371
Gm29389	Gm29389
Gm2939	Gm2939
Gm29394	Gm29394
Gm29396	Gm29396
Gm29417	Gm29417
Gm29443	Gm29443
Gm29454	Gm29454
Gm29461	Gm29461
Gm29462	Gm29462
Gm29478	Gm29478
Gm29480	Gm29480
Gm29486	Gm29486
Gm29487	Gm29487
Gm29491	Gm29491
Gm29492	Gm29492
Gm2950	Gm2950
Gm29502	Gm29502
Gm29508	Gm29508
Gm29514	Gm29514
Gm29516	Gm29516
Gm29519	Gm29519
Gm29521	Gm29521
Gm29536	Gm29536
Gm29542	Gm29542
Gm29543	Gm29543
Gm29593	Gm29593
Gm29595	Gm29595
Gm29602	Gm29602
Gm29609	Gm29609
Gm2961	Gm2961
Gm29610	Gm29610
Gm2962	Gm2962
Gm29629	Gm29629
Gm29640	Gm29640
Gm29649	Gm29649
Gm2965	Gm2965
Gm29650	Gm29650
Gm29658	Gm29658
Gm29666	Gm29666
Gm29667	Gm29667
Gm29668	Gm29668
Gm29704	Gm29704
Gm29707	Gm29707
Gm29725	Gm29725
Gm29736	Gm29736
Gm2974	Gm2974
Gm29754	Gm29754
Gm29759	Gm29759
Gm2976	Gm2976
Gm29763	Gm29763
Gm29778	Gm29778
Gm29781	Gm29781
Gm29784	Gm29784
Gm2979	Gm2979
Gm29793	Gm29793
Gm29803	Gm29803
Gm29817	Gm29817
Gm29848	Gm29848
Gm2986	Gm2986
Gm29865	Gm29865
Gm2990	Gm2990
Gm2991	Gm2991
Gm29920	Gm29920
Gm29994	Gm29994
Gm2a	Gm2a
Gm3002	Gm3002
Gm30023	Gm30023
Gm3010	Gm3010
Gm30238	Gm30238
Gm30280	Gm30280
Gm30340	Gm30340
Gm30341	Gm30341
Gm30382	Gm30382
Gm30524	Gm30524
Gm30652	Gm30652
Gm30708	Gm30708
Gm3076	Gm3076
Gm3086	Gm3086
Gm30946	Gm30946
Gm3096	Gm3096
Gm3099	Gm3099
Gm3115	Gm3115
Gm31166	Gm31166
Gm3121	Gm3121
Gm31211	Gm31211
Gm3127	Gm3127
Gm31274	Gm31274
Gm3138	Gm3138
Gm3145	Gm3145
Gm3148	Gm3148
Gm3149	Gm3149
Gm3150	Gm3150
Gm31520	Gm31520
Gm3159	Gm3159
Gm3160	Gm3160
Gm3164	Gm3164
Gm31749	Gm31749
Gm31816	Gm31816
Gm31861	Gm31861
Gm31898	Gm31898
Gm3191	Gm3191
Gm31941	Gm31941
Gm3200	Gm3200
Gm3203	Gm3203
Gm32102	Gm32102
Gm32158	Gm32158
Gm32175	Gm32175
Gm3222	Gm3222
Gm32340	Gm32340
Gm32381	Gm32381
Gm3244	Gm3244
Gm32444	Gm32444
Gm3248	Gm3248
Gm3252	Gm3252
Gm32536	Gm32536
Gm32569	Gm32569
Gm3257	Gm3257
Gm3264	Gm3264
Gm3269	Gm3269
Gm32710	Gm32710
Gm3272	Gm3272
Gm32842	Gm32842
Gm32856	Gm32856
Gm32858	Gm32858
Gm3294	Gm3294
Gm32950	Gm32950
Gm32983	Gm32983
Gm33051	Gm33051
Gm3307	Gm3307
Gm33080	Gm33080
Gm33178	Gm33178
Gm3321	Gm3321
Gm33280	Gm33280
Gm3329	Gm3329
Gm33366	Gm33366
Gm33533	Gm33533
Gm3355	Gm3355
Gm3362	Gm3362
Gm3375	Gm3375
Gm33882	Gm33882
Gm33952	Gm33952
Gm340	Gm340
Gm34073	Gm34073
Gm3411	Gm3411
Gm34121	Gm34121
Gm34144	Gm34144
Gm34248	Gm34248
Gm34272	Gm34272
Gm34294	Gm34294
Gm3436	Gm3436
Gm34379	Gm34379
Gm3453	Gm3453
Gm3468	Gm3468
Gm3476	Gm3476
Gm34783	Gm34783
Gm34821	Gm34821
Gm34866	Gm34866
Gm3489	Gm3489
Gm3496	Gm3496
Gm35013	Gm35013
Gm35025	Gm35025
Gm35040	Gm35040
Gm35067	Gm35067
Gm3508	Gm3508
Gm3510	Gm3510
Gm35106	Gm35106
Gm3511	Gm3511
Gm3512	Gm3512
Gm3531	Gm3531
Gm35315	Gm35315
Gm35339	Gm35339
Gm3534	Gm3534
Gm3544	Gm3544
Gm3549	Gm3549
Gm3550	Gm3550
Gm35507	Gm35507
Gm3555	Gm3555
Gm3558	Gm3558
Gm3571	Gm3571
Gm35736	Gm35736
Gm35842	Gm35842
Gm35857	Gm35857
Gm35876	Gm35876
Gm3591	Gm3591
Gm35911	Gm35911
Gm35931	Gm35931
Gm35986	Gm35986
Gm3604	Gm3604
Gm36070	Gm36070
Gm3608	Gm3608
Gm3617	Gm3617
Gm36189	Gm36189
Gm3625	Gm3625
Gm36259	Gm36259
Gm36266	Gm36266
Gm3629	Gm3629
Gm3635	Gm3635
Gm3636	Gm3636
Gm36378	Gm36378
Gm36388	Gm36388
Gm36445	Gm36445
Gm36448	Gm36448
Gm3667	Gm3667
Gm3671	Gm3671
Gm3687	Gm3687
Gm3693	Gm3693
Gm36936	Gm36936
Gm36944	Gm36944
Gm3695	Gm3695
Gm36951	Gm36951
Gm36952	Gm36952
Gm36955	Gm36955
Gm3696	Gm3696
Gm36963	Gm36963
Gm36964	Gm36964
Gm36965	Gm36965
Gm36975	Gm36975
Gm36985	Gm36985
Gm36988	Gm36988
Gm3699	Gm3699
Gm36992	Gm36992
Gm37009	Gm37009
Gm37011	Gm37011
Gm37017	Gm37017
Gm37018	Gm37018
Gm37019	Gm37019
Gm37020	Gm37020
Gm37025	Gm37025
Gm37033	Gm37033
Gm37034	Gm37034
Gm37035	Gm37035
Gm37045	Gm37045
Gm37050	Gm37050
Gm37052	Gm37052
Gm37056	Gm37056
Gm37060	Gm37060
Gm37065	Gm37065
Gm37070	Gm37070
Gm37077	Gm37077
Gm37083	Gm37083
Gm37090	Gm37090
Gm37095	Gm37095
Gm37105	Gm37105
Gm37106	Gm37106
Gm37107	Gm37107
Gm37108	Gm37108
Gm37109	Gm37109
Gm37116	Gm37116
Gm37118	Gm37118
Gm3712	Gm3712
Gm37120	Gm37120
Gm37121	Gm37121
Gm37123	Gm37123
Gm37132	Gm37132
Gm37138	Gm37138
Gm37139	Gm37139
Gm37140	Gm37140
Gm37144	Gm37144
Gm37164	Gm37164
Gm37174	Gm37174
Gm37176	Gm37176
Gm37180	Gm37180
Gm37181	Gm37181
Gm37183	Gm37183
Gm37194	Gm37194
Gm37204	Gm37204
Gm37206	Gm37206
Gm37211	Gm37211
Gm37214	Gm37214
Gm37216	Gm37216
Gm37221	Gm37221
Gm37226	Gm37226
Gm37233	Gm37233
Gm37238	Gm37238
Gm3724	Gm3724
Gm37246	Gm37246
Gm37249	Gm37249
Gm37254	Gm37254
Gm37266	Gm37266
Gm37269	Gm37269
Gm37271	Gm37271
Gm37274	Gm37274
Gm37276	Gm37276
Gm37283	Gm37283
Gm37292	Gm37292
Gm37297	Gm37297
Gm37298	Gm37298
Gm37303	Gm37303
Gm37305	Gm37305
Gm37309	Gm37309
Gm37314	Gm37314
Gm37328	Gm37328
Gm37329	Gm37329
Gm37331	Gm37331
Gm37333	Gm37333
Gm37335	Gm37335
Gm37345	Gm37345
Gm37349	Gm37349
Gm37353	Gm37353
Gm37361	Gm37361
Gm37362	Gm37362
Gm37363	Gm37363
Gm37364	Gm37364
Gm37368	Gm37368
Gm37370	Gm37370
Gm37376	Gm37376
Gm37377	Gm37377
Gm3739	Gm3739
Gm37392	Gm37392
Gm37397	Gm37397
Gm37401	Gm37401
Gm37407	Gm37407
Gm37415	Gm37415
Gm37421	Gm37421
Gm37422	Gm37422
Gm37424	Gm37424
Gm37426	Gm37426
Gm37428	Gm37428
Gm37436	Gm37436
Gm37437	Gm37437
Gm37446	Gm37446
Gm37447	Gm37447
Gm3745	Gm3745
Gm37450	Gm37450
Gm37457	Gm37457
Gm37460	Gm37460
Gm37464	Gm37464
Gm37477	Gm37477
Gm37478	Gm37478
Gm37486	Gm37486
Gm37490	Gm37490
Gm37494	Gm37494
Gm37499	Gm37499
Gm37509	Gm37509
Gm37510	Gm37510
Gm37515	Gm37515
Gm37519	Gm37519
Gm3752	Gm3752
Gm37529	Gm37529
Gm37531	Gm37531
Gm3756	Gm3756
Gm37562	Gm37562
Gm37563	Gm37563
Gm37566	Gm37566
Gm37569	Gm37569
Gm37570	Gm37570
Gm37575	Gm37575
Gm37580	Gm37580
Gm37584	Gm37584
Gm37593	Gm37593
Gm37598	Gm37598
Gm3760	Gm3760
Gm37603	Gm37603
Gm37606	Gm37606
Gm37607	Gm37607
Gm37612	Gm37612
Gm37621	Gm37621
Gm37628	Gm37628
Gm37634	Gm37634
Gm37636	Gm37636
Gm3764	Gm3764
Gm37642	Gm37642
Gm37645	Gm37645
Gm37649	Gm37649
Gm37653	Gm37653
Gm37660	Gm37660
Gm37670	Gm37670
Gm37673	Gm37673
Gm37676	Gm37676
Gm37677	Gm37677
Gm37678	Gm37678
Gm37682	Gm37682
Gm37686	Gm37686
Gm37692	Gm37692
Gm37694	Gm37694
Gm37696	Gm37696
Gm37713	Gm37713
Gm37717	Gm37717
Gm37718	Gm37718
Gm37720	Gm37720
Gm37729	Gm37729
Gm37732	Gm37732
Gm37733	Gm37733
Gm37760	Gm37760
Gm37768	Gm37768
Gm37770	Gm37770
Gm37777	Gm37777
Gm37781	Gm37781
Gm37784	Gm37784
Gm37785	Gm37785
Gm37792	Gm37792
Gm37802	Gm37802
Gm37805	Gm37805
Gm37814	Gm37814
Gm37824	Gm37824
Gm37829	Gm37829
Gm37832	Gm37832
Gm37835	Gm37835
Gm37841	Gm37841
Gm37844	Gm37844
Gm37850	Gm37850
Gm37859	Gm37859
Gm3786	Gm3786
Gm37860	Gm37860
Gm37874	Gm37874
Gm37877	Gm37877
Gm3788	Gm3788
Gm37880	Gm37880
Gm37891	Gm37891
Gm37893	Gm37893
Gm37894	Gm37894
Gm37895	Gm37895
Gm37897	Gm37897
Gm37899	Gm37899
Gm37911	Gm37911
Gm37914	Gm37914
Gm37918	Gm37918
Gm37922	Gm37922
Gm37928	Gm37928
Gm37931	Gm37931
Gm37933	Gm37933
Gm37941	Gm37941
Gm37943	Gm37943
Gm37949	Gm37949
Gm37959	Gm37959
Gm37960	Gm37960
Gm37962	Gm37962
Gm37963	Gm37963
Gm37964	Gm37964
Gm37965	Gm37965
Gm37967	Gm37967
Gm37971	Gm37971
Gm37981	Gm37981
Gm37983	Gm37983
Gm37985	Gm37985
Gm37995	Gm37995
Gm37999	Gm37999
Gm38014	Gm38014
Gm38020	Gm38020
Gm38021	Gm38021
Gm38022	Gm38022
Gm38027	Gm38027
Gm38029	Gm38029
Gm38030	Gm38030
Gm38037	Gm38037
Gm38039	Gm38039
Gm38042	Gm38042
Gm38051	Gm38051
Gm38057	Gm38057
Gm38058	Gm38058
Gm38071	Gm38071
Gm38073	Gm38073
Gm38077	Gm38077
Gm38080	Gm38080
Gm38085	Gm38085
Gm3809	Gm3809
Gm38098	Gm38098
Gm38101	Gm38101
Gm38102	Gm38102
Gm38104	Gm38104
Gm38116	Gm38116
Gm38124	Gm38124
Gm38126	Gm38126
Gm38139	Gm38139
Gm38148	Gm38148
Gm38153	Gm38153
Gm38155	Gm38155
Gm38157	Gm38157
Gm38162	Gm38162
Gm38164	Gm38164
Gm38165	Gm38165
Gm38166	Gm38166
Gm38186	Gm38186
Gm38187	Gm38187
Gm38190	Gm38190
Gm38192	Gm38192
Gm38198	Gm38198
Gm38213	Gm38213
Gm38225	Gm38225
Gm38227	Gm38227
Gm38236	Gm38236
Gm38247	Gm38247
Gm38248	Gm38248
Gm38250	Gm38250
Gm38253	Gm38253
Gm38260	Gm38260
Gm38263	Gm38263
Gm38266	Gm38266
Gm38273	Gm38273
Gm38274	Gm38274
Gm3828	Gm3828
Gm38286	Gm38286
Gm38287	Gm38287
Gm38299	Gm38299
Gm38300	Gm38300
Gm38305	Gm38305
Gm38309	Gm38309
Gm38331	Gm38331
Gm38336	Gm38336
Gm38342	Gm38342
Gm3835	Gm3835
Gm38352	Gm38352
Gm38357	Gm38357
Gm38358	Gm38358
Gm38366	Gm38366
Gm38375	Gm38375
Gm38376	Gm38376
Gm38384	Gm38384
Gm38387	Gm38387
Gm3839	Gm3839
Gm38391	Gm38391
Gm38393	Gm38393
Gm38394	Gm38394
Gm3841	Gm3841
Gm38451	Gm38451
Gm3851	Gm3851
Gm3854	Gm3854
Gm38574	Gm38574
Gm38840	Gm38840
Gm39288	Gm39288
Gm3933	Gm3933
Gm3940	Gm3940
Gm3943	Gm3943
Gm4017	Gm4017
Gm40319	Gm40319
Gm4032	Gm4032
Gm4034	Gm4034
Gm40414	Gm40414
Gm4045	Gm4045
Gm4076	Gm4076
Gm4117	Gm4117
Gm4131	Gm4131
Gm4134	Gm4134
